BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Corcoran Brooklyn Heights,Condo for sale,1075000,2,2.0,1144.0,1222 Putnam Ave # 4A,"Brooklyn, NY 11221","1222 Putnam Ave # 4ABrooklyn, NY 11221",New York,Kings County,Brooklyn,Bushwick,1222,"1222 Putnam Ave #4a, Brooklyn, NY 11221, USA",40.6912454,-73.9154184
Brokered by J Coco Realty Llc,Co-op for sale,345000,2,1.0,2184.207862,6610 Thornton Pl Apt 3B,"Rego Park, NY 11374","6610 Thornton Pl Apt 3BRego Park, NY 11374",New York,Queens County,Queens,Flushing,6610,"6610 Thornton Pl #3c, Flushing, NY 11374, USA",40.7233159,-73.858254
Brokered by Corcoran Brooklyn Heights,Condo for sale,1075000,2,2.0,1144.0,1222 Putnam Ave # 4A,"Brooklyn, NY 11221","1222 Putnam Ave # 4ABrooklyn, NY 11221",New York,Kings County,Brooklyn,Bushwick,1222,"1222 Putnam Ave #4a, Brooklyn, NY 11221, USA",40.6912454,-73.9154184
Brokered by J Coco Realty Llc,Co-op for sale,345000,2,1.0,2184.207862,6610 Thornton Pl Apt 3B,"Rego Park, NY 11374","6610 Thornton Pl Apt 3BRego Park, NY 11374",New York,Queens County,Queens,Flushing,6610,"6610 Thornton Pl #3c, Flushing, NY 11374, USA",40.7233159,-73.858254
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,750000,1,1.0,592.0,250 Manhattan Ave Unit 3R,"Brooklyn, NY 11211","250 Manhattan Ave Unit 3RBrooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,250,"250 Manhattan Ave #3r, Brooklyn, NY 11211, USA",40.7120018,-73.9453832
Brokered by Corcoran East Side,Condo for sale,1850000,2,2.0,1322.0,40 Broad St Ph 3F,"New York, NY 10004","40 Broad St Ph 3FNew York, NY 10004",New York,New York County,New York,Manhattan,40,"40 Broad St Fl 3, New York, NY 10004, USA",40.7060214,-74.0117866
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,5250000,3,3.0,2950.0,60 E 55th St Ph 3,"New York, NY 10022","60 E 55th St Ph 3New York, NY 10022",New York,New York County,New York,Manhattan,60,"60 E 55th St #3, New York, NY 10022, USA",40.760525,-73.972787
Brokered by REAL NEW YORK - Lower East Side,Co-op for sale,500000,1,1.0,2184.207862,346 W 56th St Apt 1A,"New York, NY 10019","346 W 56th St Apt 1ANew York, NY 10019",New York,New York County,New York,Manhattan,346,"346 W 56th St #1a, New York, NY 10019, USA",40.7667403,-73.9855052
Brokered by Corcoran Park Avenue South,Pending,625000,1,1.0,2184.207862,281 W 11th St Apt 4A,"New York, NY 10014","281 W 11th St Apt 4ANew York, NY 10014",New York,New York County,New York,Manhattan,281,"281 W 11th St #4a, New York, NY 10014, USA",40.7362044,-74.0047875
Brokered by Tapestry Real Estate of Queens,Co-op for sale,270000,2,1.0,700.0,21-05 33 St Unit 5F,"Astoria, NY 11101","21-05 33 St Unit 5FAstoria, NY 11101",New York,Queens County,Queens,Astoria,21-05,"21-05 33rd St #5f, Astoria, NY 11105, USA",40.7769221,-73.9073482
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,15000000,6,8.0,2184.207862,895 Park Ave # 6 & 7A,"New York, NY 10075","895 Park Ave # 6 & 7ANew York, NY 10075",New York,New York County,New York,Manhattan,895,"895 Park Ave #7, New York, NY 10075, USA",40.7753111,-73.9603272
Brokered by William Raveis New York City,Contingent,499000,1,1.0,2184.207862,120 E 36th St Apt 10C,"New York, NY 10016","120 E 36th St Apt 10CNew York, NY 10016",New York,New York County,New York,Manhattan,120,"120 E 36th St #10c, New York, NY 10016, USA",40.7477728,-73.9794793
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,3585000,3,3.0,2237.0,344 W 72nd St Apt 609,"New York, NY 10023","344 W 72nd St Apt 609New York, NY 10023",New York,New York County,New York,Manhattan,344,"344 W 72nd St #609, New York, NY 10023, USA",40.7803967,-73.9864464
Brokered by Corcoran Bedford Stuyvesant,Condo for sale,595000,1,1.0,556.0,68 Eldert St # 4C,"Brooklyn, NY 11207","68 Eldert St # 4CBrooklyn, NY 11207",New York,Kings County,Brooklyn,Bushwick,68,"68 Eldert St #4c, Brooklyn, NY 11207, USA",40.6869771,-73.9126141
Brokered by Corcoran Chelsea/Flatiron,Multi-family home for sale,5000000,3,3.0,1845.0,215 Sullivan St Apt 5E,"New York, NY 10012","215 Sullivan St Apt 5ENew York, NY 10012",New York,New York County,New York,Manhattan,215,"215 Sullivan St #5e, New York, NY 10012, USA",40.7293399,-73.9998507
Brokered by Keller Williams NYC,Condo for sale,2995000,2,2.0,1784.0,721 Fifth Ave Unit 52K,"New York, NY 10022","721 Fifth Ave Unit 52KNew York, NY 10022",New York,New York County,New York,Manhattan,721,"721 5th Ave Suite 52D, New York, NY 10022, USA",40.762394,-73.9739039
Brokered by Re/Max In The City,Co-op for sale,469900,3,2.0,1200.0,2711 Henry Hudson Pkwy Apt 3C,"Bronx, NY 10463","2711 Henry Hudson Pkwy Apt 3CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2711,"2711 Henry Hudson Pkwy #3c, Bronx, NY 10463, USA",40.8819273,-73.9172822
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1995000,2,2.0,2184.207862,8 E 83rd St # 8G,"New York, NY 10028","8 E 83rd St # 8GNew York, NY 10028",New York,New York County,New York,Manhattan,8,"8 E 83rd St # 8b, New York, NY 10028, USA",40.7793278,-73.9615999
Brokered by Pantiga Group Inc.,Co-op for sale,159999,1,1.0,650.0,1372 Shakespeare Ave Apt 4C,"Bronx, NY 10452","1372 Shakespeare Ave Apt 4CBronx, NY 10452",New York,Bronx County,The Bronx,Mount Eden,1372,"1372 Shakespeare Ave #4c, Bronx, NY 10452, USA",40.8412247,-73.9216103
Brokered by Corcoran SoHo,Co-op for sale,749000,1,1.0,2184.207862,170 E 92nd St # 4CD,"New York, NY 10128","170 E 92nd St # 4CDNew York, NY 10128",New York,New York County,New York,Manhattan,170,"170 E 92nd St #4c, New York, NY 10128, USA",40.782693,-73.9517106
Brokered by Re/Max In The City,Co-op for sale,469900,3,2.0,1200.0,2711 Henry Hudson Pkwy Apt 3C,"Bronx, NY 10463","2711 Henry Hudson Pkwy Apt 3CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2711,"2711 Henry Hudson Pkwy #3c, Bronx, NY 10463, USA",40.8819273,-73.9172822
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1995000,2,2.0,2184.207862,8 E 83rd St # 8G,"New York, NY 10028","8 E 83rd St # 8GNew York, NY 10028",New York,New York County,New York,Manhattan,8,"8 E 83rd St # 8b, New York, NY 10028, USA",40.7793278,-73.9615999
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3250000,3,3.0,2610.0,563 Park Ave Apt 10E,"New York, NY 10065","563 Park Ave Apt 10ENew York, NY 10065",New York,New York County,New York,Manhattan,563,"563 Park Ave #10e, New York, NY 10065, USA",40.7647756,-73.9679827
Brokered by Goldstone N Y Realty Llc,Co-op for sale,338000,2,1.0,2184.207862,150-20 72 Rd Unit 6A,"Flushing, NY 11367","150-20 72 Rd Unit 6AFlushing, NY 11367",New York,Queens County,Queens,Flushing,150-20,"150-20 72nd Rd #6a, Flushing, NY 11367, USA",40.7272797,-73.8163427
Brokered by The Agency,Co-op for sale,1575000,2,2.0,1157.0,165 W End Ave Apt 7K,"New York, NY 10023","165 W End Ave Apt 7KNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #7k, New York, NY 10023, USA",40.777244,-73.9868738
Brokered by Ben Bay Rlty Of Marine Pk Llc,Co-op for sale,259000,1,1.0,570.0,160 72nd St Apt 791,"Brooklyn, NY 11209","160 72nd St Apt 791Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,160,"160 72nd St Apt 791, Brooklyn, NY 11209, USA",40.6343667,-74.0311335
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,975000,2,1.0,2184.207862,300 Riverside Dr Apt 8H,"New York, NY 10025","300 Riverside Dr Apt 8HNew York, NY 10025",New York,New York County,New York,Manhattan,300,"300 Riverside Dr #8h, New York, NY 10025, USA",40.7997797,-73.9713866
Brokered by KORR REALTY,Condo for sale,749999,3,3.0,1602.0,1906 Bergen Ave Unit 9A,"Brooklyn, NY 11234","1906 Bergen Ave Unit 9ABrooklyn, NY 11234",New York,Kings County,Brooklyn,Bergen Beach,1906,"1906 Bergen Ave #9a, Brooklyn, NY 11234, USA",40.625366,-73.908929
Brokered by Beaudoin Realty Group Inc,Co-op for sale,639000,3,1.0,1050.0,37-33 84 St Unit 31,"Jackson Heights, NY 11372","37-33 84 St Unit 31Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3733,"3733 84th St Apt 31, Jackson Heights, NY 11372, USA",40.749516,-73.8822296
Brokered by R New York,Condo for sale,2300000,3,3.0,1700.0,330 E 38th St Apt 12N,"New York, NY 10016","330 E 38th St Apt 12NNew York, NY 10016",New York,New York County,New York,Manhattan,330,"330 E 38th St #12n, New York, NY 10016, USA",40.7462651,-73.972462
Brokered by E Realty International Corp,Co-op for sale,289000,1,1.0,2184.207862,97-40 62nd Dr Unit 11C,"Rego Park, NY 11374","97-40 62nd Dr Unit 11CRego Park, NY 11374",New York,Queens County,Queens,Rego Park,97-40,"97-40 62nd Dr #11c, Rego Park, NY 11374, USA",40.7325379,-73.8601516
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,6750000,2,2.0,2320.0,15 Hudson Yards Apt 66B,"New York, NY 10001","15 Hudson Yards Apt 66BNew York, NY 10001",New York,New York County,New York,Manhattan,15,"15 Hudson Yards #66, New York, NY 10001, USA",40.7537586,-74.003221
Brokered by COMPASS,Condo for sale,799000,1,1.0,2184.207862,300 E 40th St Apt 30N,"Manhattan, NY 10016","300 E 40th St Apt 30NManhattan, NY 10016",New York,New York County,New York,Manhattan,300,"300 E 40th St Apt 30n, New York, NY 10016, USA",40.7484135,-73.9731998
Brokered by Douglas Elliman - 140 Franklin,Co-op for sale,600000,1,1.0,750.0,210 W 103rd St Apt 5F,"New York, NY 10025","210 W 103rd St Apt 5FNew York, NY 10025",New York,New York County,New York,Manhattan,210,"210 W 103rd St #5f, New York, NY 10025, USA",40.7986646,-73.9678976
Brokered by COMPASS,Condo for sale,4275000,2,2.0,2184.207862,110 Central Park S Apt 5A,"Manhattan, NY 10019","110 Central Park S Apt 5AManhattan, NY 10019",New York,New York County,New York,Manhattan,110,"110 Central Park S #5a, New York, NY 10019, USA",40.765738,-73.9770652
Brokered by Corcoran East Side,Co-op for sale,1550000,1,1.0,2184.207862,2 Fifth Ave Apt 3F,"New York, NY 10011","2 Fifth Ave Apt 3FNew York, NY 10011",New York,New York County,New York,Manhattan,2,"2 5th Ave #3f, New York, NY 10011, USA",40.7324629,-73.9972883
Brokered by COMPASS,Condo for sale,799000,1,1.0,2184.207862,300 E 40th St Apt 30N,"Manhattan, NY 10016","300 E 40th St Apt 30NManhattan, NY 10016",New York,New York County,New York,Manhattan,300,"300 E 40th St Apt 30n, New York, NY 10016, USA",40.7484135,-73.9731998
Brokered by Douglas Elliman - 140 Franklin,Co-op for sale,600000,1,1.0,750.0,210 W 103rd St Apt 5F,"New York, NY 10025","210 W 103rd St Apt 5FNew York, NY 10025",New York,New York County,New York,Manhattan,210,"210 W 103rd St #5f, New York, NY 10025, USA",40.7986646,-73.9678976
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,6700000,3,3.0,2184.207862,300 Central Park W Apt 16B,"Manhattan, NY 10024","300 Central Park W Apt 16BManhattan, NY 10024",New York,New York County,New York,Manhattan,300,"300 Central Park W #16b, New York, NY 10024, USA",40.7882884,-73.9674607
Brokered by J. Sikar Realty,Co-op for sale,319000,1,1.0,750.0,2928 W 5th St Apt 11S,"Brooklyn, NY 11224","2928 W 5th St Apt 11SBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,2928,"2928 W 5th St #11d, Brooklyn, NY 11224, USA",40.5781785,-73.9733314
Brokered by Corcoran Legends Realty,Co-op for sale,520000,1,1.0,730.0,444 E 75th St Apt 7H,"New York, NY 10021","444 E 75th St Apt 7HNew York, NY 10021",New York,New York County,New York,Manhattan,444,"444 E 75th St #7h, New York, NY 10021, USA",40.7685551,-73.9522955
Brokered by COMPASS,Co-op for sale,715000,1,1.0,2184.207862,54 W 16th St Apt 9G,"Manhattan, NY 10011","54 W 16th St Apt 9GManhattan, NY 10011",New York,New York County,New York,Manhattan,54,"54 W 16th St #9g, New York, NY 10011, USA",40.7384289,-73.9956975
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,689000,1,1.0,1000.0,415 E 52nd St Apt 9AB,"New York, NY 10022","415 E 52nd St Apt 9ABNew York, NY 10022",New York,New York County,New York,Manhattan,415,"415 E 52nd St #9a, New York, NY 10022, USA",40.7548672,-73.964448
Brokered by Corcoran East Side,Co-op for sale,885000,1,1.0,2184.207862,225 E 57th St Apt 11M,"New York, NY 10022","225 E 57th St Apt 11MNew York, NY 10022",New York,New York County,New York,Manhattan,225,"225 E 57th St #11m, New York, NY 10022, USA",40.7600656,-73.9664566
Brokered by Empire Fine Homes,House for sale,899000,4,2.0,1400.0,35-13 103rd St,"Corona, NY 11368","35-13 103rd StCorona, NY 11368",New York,Queens County,Queens,Flushing,51-13,"51-13 103rd St #35, Flushing, NY 11368, USA",40.7421716,-73.8582741
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1250000,2,3.0,2184.207862,207 E 21st St Unit 4CDE,"New York, NY 10010","207 E 21st St Unit 4CDENew York, NY 10010",New York,New York County,New York,Manhattan,207,"207 E 21st St #4c, New York, NY 10010, USA",40.7374872,-73.9833473
Brokered by Serhant,Co-op for sale,1825000,3,2.0,1500.0,315 W End Ave Apt 2B,"New York, NY 10023","315 W End Ave Apt 2BNew York, NY 10023",New York,New York County,New York,Manhattan,315,"315 West End Ave #2b, New York, NY 10023, USA",40.781741,-73.9834162
Brokered by Keller Williams Rlty Landmark,Pending,249000,1,1.0,700.0,57-07 246th Cres Unit 2,"Douglaston, NY 11362","57-07 246th Cres Unit 2Douglaston, NY 11362",New York,Queens County,Queens,Douglaston,57-7,"57-7 246th Crescent #2, Douglaston, NY 11362, USA",40.7576008,-73.7355418
Brokered by Home Global Realty,Co-op for sale,232000,1,1.0,750.0,32-22 89th St Unit 106E,"East Elmhurst, NY 11369","32-22 89th St Unit 106EEast Elmhurst, NY 11369",New York,Queens County,Queens,East Elmhurst,3222,"3222 89th St # 106, East Elmhurst, NY 11369, USA",40.7583699,-73.87924
Brokered by COMPASS,Condo for sale,1100000,2,1.0,988.0,318 W 100th St Apt 8B,"Manhattan, NY 10025","318 W 100th St Apt 8BManhattan, NY 10025",New York,New York County,New York,Manhattan,318,"318 W 100th St #8b, New York, NY 10025, USA",40.7981209,-73.9726033
"Brokered by Nest Seekers International, Midtown",Co-op for sale,300000,2,1.0,2184.207862,800 Grand Concourse Apt 3RS,"Bronx, NY 10451","800 Grand Concourse Apt 3RSBronx, NY 10451",New York,Bronx County,The Bronx,Concourse Village,800,"800 Grand Concourse #3r, Bronx, NY 10451, USA",40.8248699,-73.9229829
Brokered by Keller Williams NYC,Condo for sale,4999000,2,2.0,1666.0,111 Murray St Apt 41B,"New York, NY 10007","111 Murray St Apt 41BNew York, NY 10007",New York,New York County,New York,Manhattan,111,"111 Murray St #41b, New York, NY 10007, USA",40.715351,-74.0128441
Brokered by Douglas Elliman - 1995 Broadway,Condo for sale,1695000,3,2.0,1827.0,475 Sterling Pl Apt 1B,"Brooklyn, NY 11238","475 Sterling Pl Apt 1BBrooklyn, NY 11238",New York,Kings County,Brooklyn,Crown Heights,475,"475 Sterling Pl #1b, Brooklyn, NY 11238, USA",40.6745841,-73.9623868
Brokered by Corcoran Fort Greene,Co-op for sale,350000,3,1.0,2184.207862,319 E 50th St Apt 8F,"New York, NY 10022","319 E 50th St Apt 8FNew York, NY 10022",New York,New York County,New York,Manhattan,319,"319 E 50th St #8f, New York, NY 10022, USA",40.7546656,-73.9675207
Brokered by COMPASS,Co-op for sale,875000,1,1.0,2184.207862,77 Bleecker St Apt 505,"Manhattan, NY 10012","77 Bleecker St Apt 505Manhattan, NY 10012",New York,New York County,New York,Manhattan,77,"77 Bleecker St Apt 505, New York, NY 10012, USA",40.7267155,-73.9958775
Brokered by Engel & V�������,Co-op for sale,489000,3,1.0,2184.207862,9 E 96th St Unit 7C,"New York, NY 10128","9 E 96th St Unit 7CNew York, NY 10128",New York,New York County,New York,Manhattan,9,"9 E 96th St #7c, New York, NY 10128, USA",40.7877526,-73.9547413
Brokered by Brown Harris Stevens,Condo for sale,2800000,3,2.0,1687.0,543 W 122nd St Apt 27A,"Manhattan, NY 10027","543 W 122nd St Apt 27AManhattan, NY 10027",New York,New York County,New York,Manhattan,543,"543 W 122nd St #27a, New York, NY 10027, USA",40.8115505,-73.959759
Brokered by COMPASS,Pending,949000,2,1.0,2184.207862,440 Riverside Dr Apt 105,"Manhattan, NY 10027","440 Riverside Dr Apt 105Manhattan, NY 10027",New York,New York County,New York,Manhattan,440,"440 Riverside Dr Apt 105, New York, NY 10027, USA",40.8089034,-73.965519
Brokered by EXP Realty,Condo for sale,459000,1,1.0,548.0,3031 Brighton 5th St Unit 3C,"Brooklyn, NY 11235","3031 Brighton 5th St Unit 3CBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,3031,"3031 Brighton 5th St #3c, Brooklyn, NY 11235, USA",40.5786264,-73.9626111
Brokered by Douglas Elliman - 936 Broadway,Co-op for sale,899000,2,1.0,2184.207862,200 E 27th St Unit 8 /K,"New York, NY 10016","200 E 27th St Unit 8 /KNew York, NY 10016",New York,New York County,New York,Manhattan,200,"200 E 27th St Apt 8e, New York, NY 10016, USA",40.7412239,-73.9813712
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,21000000,5,2.3738608579684373,2184.207862,730 Park Ave # 9A,"New York, NY 10021","730 Park Ave # 9ANew York, NY 10021",New York,New York County,New York,Manhattan,730,"730 Park Ave #9a, New York, NY 10021, USA",40.7704869,-73.9648893
Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,15900000,4,4.0,3698.0,1 Central Park S Unit 1901,"Manhattan, NY 10019","1 Central Park S Unit 1901Manhattan, NY 10019",New York,New York County,New York,Manhattan,1,"1 Central Park S #1901, New York, NY 10019, USA",40.7646573,-73.9744439
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,4995000,3,4.0,1960.0,100 Central Park S Unit 3AD,"New York, NY 10019","100 Central Park S Unit 3ADNew York, NY 10019",New York,New York County,New York,Manhattan,100,"100 Central Park S #3a, New York, NY 10019, USA",40.7655919,-73.9766034
Brokered by COMPASS,Condo for sale,2250000,3,1.0,1710.0,181 Hudson St Ste 2A,"Manhattan, NY 10013","181 Hudson St Ste 2AManhattan, NY 10013",New York,New York County,New York,Manhattan,181,"181 Hudson St #2a, New York, NY 10013, USA",40.7228727,-74.0083077
Brokered by REAL NEW YORK - Lower East Side,Condo for sale,989000,3,1.0,930.0,282A Nassau Ave Apt 3A,"Brooklyn, NY 11222","282A Nassau Ave Apt 3ABrooklyn, NY 11222",New York,Kings County,Brooklyn,Greenpoint,282A,"282A Nassau Ave #3a, Brooklyn, NY 11222, USA",40.7259961,-73.9393987
Brokered by Keller Williams Realty Elite,Co-op for sale,309999,1,1.0,650.0,30-31 Hobart St Unit 3O,"Woodside, NY 11377","30-31 Hobart St Unit 3OWoodside, NY 11377",New York,Queens County,Queens,Woodside,30-31,"30-31 Hobart St #3, Woodside, NY 11377, USA",40.7589055,-73.9064463
Brokered by Brown Harris Stevens - 1926 Broadway,Condo for sale,4880000,3,3.0,2130.0,400 Fifth Ave Unit 57E,"Manhattan, NY 10018","400 Fifth Ave Unit 57EManhattan, NY 10018",New York,New York County,New York,Manhattan,400,"400 5th Ave APT 57E, New York, NY 10018, USA",40.7500989,-73.9838104
Brokered by Berkshire Hathaway,Co-op for sale,265000,1,1.0,2184.207862,5700 Arlington Ave Apt 21E,"Bronx, NY 10471","5700 Arlington Ave Apt 21EBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5700,"5700 Arlington Ave #21e, Bronx, NY 10471, USA",40.9069228,-73.9062512
Brokered by Winzone Realty Inc,Co-op for sale,240000,1,1.0,750.0,102-17 64th Rd Unit 4F,"Forest Hills, NY 11375","102-17 64th Rd Unit 4FForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,102-17,"102-17 64th Rd #4f, Forest Hills, NY 11375, USA",40.7314663,-73.8527035
Brokered by ES Realty Eva Shammah LLC,Co-op for sale,225000,1,1.0,622.0,387 Avenue S Apt 1F,"Brooklyn, NY 11223","387 Avenue S Apt 1FBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,387,"387 Ave. S #1f, Brooklyn, NY 11223, USA",40.6022749,-73.9711068
Brokered by Brown Harris Stevens,Condo for sale,1625000,1,2.0,995.0,393 W End Ave Apt 8F,"Manhattan, NY 10024","393 W End Ave Apt 8FManhattan, NY 10024",New York,New York County,New York,Manhattan,393,"393 West End Ave #8f, New York, NY 10024, USA",40.7842031,-73.9816026
